PG.ProteinGroups,PG.Genes,PG.ProteinNames,[1] CRBNKO_50-008_1.raw.PG.NrOfStrippedSequencesIdentified,[2] CRBNKO_50-008_2.raw.PG.NrOfStrippedSequencesIdentified,[3] CRBNKO_50-008_3.raw.PG.NrOfStrippedSequencesIdentified,[4] CRBNKO_DMSO_1.raw.PG.NrOfStrippedSequencesIdentified,[5] CRBNKO_DMSO_2.raw.PG.NrOfStrippedSequencesIdentified,[6] CRBNKO_DMSO_3.raw.PG.NrOfStrippedSequencesIdentified,[7] MAP3K1KO_50-008_1.raw.PG.NrOfStrippedSequencesIdentified,[8] MAP3K1KO_50-008_2.raw.PG.NrOfStrippedSequencesIdentified,[9] MAP3K1KO_50-008_3.raw.PG.NrOfStrippedSequencesIdentified,[10] MAPK1KO_DMSO_1.raw.PG.NrOfStrippedSequencesIdentified,[11] MAPK1KO_DMSO_2.raw.PG.NrOfStrippedSequencesIdentified,[12] MAPK1KO_DMSO_3.raw.PG.NrOfStrippedSequencesIdentified,[13] WT_50-008_1.raw.PG.NrOfStrippedSequencesIdentified,[14] WT_50-008_2.raw.PG.NrOfStrippedSequencesIdentified,[15] WT_50-008_3.raw.PG.NrOfStrippedSequencesIdentified,[16] WT_DMSO_1.raw.PG.NrOfStrippedSequencesIdentified,[17] WT_DMSO_2.raw.PG.NrOfStrippedSequencesIdentified,[18] WT_DMSO_3.raw.PG.NrOfStrippedSequencesIdentified,[1] CRBNKO_50-008_1.raw.PG.Quantity,[2] CRBNKO_50-008_2.raw.PG.Quantity,[3] CRBNKO_50-008_3.raw.PG.Quantity,[4] CRBNKO_DMSO_1.raw.PG.Quantity,[5] CRBNKO_DMSO_2.raw.PG.Quantity,[6] CRBNKO_DMSO_3.raw.PG.Quantity,[7] MAP3K1KO_50-008_1.raw.PG.Quantity,[8] MAP3K1KO_50-008_2.raw.PG.Quantity,[9] MAP3K1KO_50-008_3.raw.PG.Quantity,[10] MAPK1KO_DMSO_1.raw.PG.Quantity,[11] MAPK1KO_DMSO_2.raw.PG.Quantity,[12] MAPK1KO_DMSO_3.raw.PG.Quantity,[13] WT_50-008_1.raw.PG.Quantity,[14] WT_50-008_2.raw.PG.Quantity,[15] WT_50-008_3.raw.PG.Quantity,[16] WT_DMSO_1.raw.PG.Quantity,[17] WT_DMSO_2.raw.PG.Quantity,[18] WT_DMSO_3.raw.PG.Quantity
Q86V97,KBTBD6,KBTB6_HUMAN,8,9,9,7,10,8,5,7,6,7,6,7,8,6,5,11,7,9,438.4038391113281,430.506591796875,553.8760375976562,493.6246337890625,612.2133178710938,359.6112976074219,172.6376495361328,220.78445434570312,268.77239990234375,388.7779541015625,342.1038818359375,418.83685302734375,332.4119873046875,211.0324249267578,312.7417907714844,514.0770263671875,354.2409362792969,233.66873168945312
Q86VD1,MORC1,MORC1_HUMAN,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,225.0631103515625,95.19022369384766,231.0562286376953,334.6259460449219,42.06339645385742,340.5865783691406,64.16704559326172,989.4852905273438,84.8260726928711,1402.2987060546875,590.037109375,761.9861450195312,1035.93017578125,232.81265258789062,990.8338012695312,406.23809814453125,181.79029846191406,510.2872314453125
Q86VE9,SERINC5,SERC5_HUMAN,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,196.57032775878906,60.27671813964844,183.3918914794922,148.06471252441406,175.82923889160156,34.89240646362305,101.84662628173828,172.56398010253906,1.1250497102737427,117.75682067871094,228.12240600585938,94.28071594238281,263.0134582519531,158.83416748046875,185.57276916503906,226.00291442871094,143.1048583984375,NaN
Q86VI3,IQGAP3,IQGA3_HUMAN,4,2,6,6,9,2,6,5,3,8,12,10,7,3,5,8,6,9,157.23118591308594,187.44256591796875,215.0607452392578,182.3170623779297,226.66006469726562,114.08470916748047,149.90780639648438,150.4519805908203,142.40785217285156,346.2400207519531,426.8484191894531,245.6205291748047,210.55679321289062,211.73385620117188,128.22889709472656,408.6077575683594,214.80203247070312,208.7482147216797
Q86VK4,ZNF410,ZN410_HUMAN,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,72.85078430175781,27.043222427368164,139.20858764648438,94.5960693359375,46.81941604614258,171.59854125976562,71.75765228271484,105.85753631591797,119.66333770751953,135.35060119628906,70.60881805419922,62.1355094909668,11.971835136413574,136.12994384765625,117.24325561523438,148.87234497070312,129.3238983154297,122.02761840820312
Q86VM9,ZC3H18,ZCH18_HUMAN,23,23,24,24,24,23,24,24,22,23,24,23,24,24,24,24,24,23,5736.47705078125,5110.4599609375,7710.623046875,6655.56103515625,9067.470703125,7097.97900390625,8281.7998046875,8386.80859375,9004.966796875,8820.7099609375,8477.251953125,8050.1337890625,8603.7041015625,6961.5419921875,9360.8720703125,8962.5791015625,7862.220703125,6787.8681640625
Q86VN1,VPS36,VPS36_HUMAN,17,18,16,18,18,17,18,18,17,18,18,18,18,17,18,18,18,18,3220.074951171875,3323.765380859375,4093.502685546875,2975.449951171875,4353.56201171875,2635.42431640625,2188.89453125,2678.658203125,2562.894775390625,3998.39453125,3735.740234375,3547.608154296875,2933.16357421875,2505.451904296875,3181.28857421875,5346.3837890625,4442.8427734375,3390.87841796875
Q86VP1,TAX1BP1,TAXB1_HUMAN,9,8,9,8,9,10,14,13,13,11,12,12,10,10,13,12,11,9,334.1404113769531,330.181640625,393.0082702636719,305.942138671875,484.29925537109375,305.6695556640625,542.8110961914062,628.5086669921875,635.7777099609375,532.3670654296875,449.839111328125,491.7326354980469,451.71441650390625,390.14306640625,577.0034790039062,397.97064208984375,400.5500793457031,293.7892150878906
Q86VP3,PACS2,PACS2_HUMAN,10,13,14,9,9,13,10,5,6,10,12,10,10,7,5,14,14,11,923.7916870117188,923.74560546875,1094.5609130859375,869.1031494140625,874.4631958007812,559.9446411132812,401.514404296875,549.1205444335938,628.0610961914062,881.2896118164062,781.260009765625,664.9541015625,599.6542358398438,568.2154541015625,466.1895446777344,1151.2384033203125,792.2644653320312,841.2875366210938
Q86VP6,CAND1,CAND1_HUMAN,60,59,58,56,58,58,54,53,56,57,59,56,58,54,57,61,61,57,36038.69921875,37373.421875,45265.44140625,37131.359375,48347.08984375,30464.533203125,24763.77734375,28058.044921875,31962.9140625,40206.8046875,33791.7890625,34142.25,30443.119140625,23564.380859375,31749.349609375,57735.765625,47175.02734375,39336.4921875
Q86VQ6,TXNRD3,TRXR3_HUMAN,2,2,2,0,1,1,1,1,1,2,2,2,1,1,2,2,1,2,36.57052230834961,181.59619140625,122.78716278076172,39.9427490234375,82.76416015625,191.01751708984375,146.93365478515625,96.96635437011719,101.16108703613281,219.0399627685547,242.8247833251953,173.2853240966797,153.8343505859375,147.94546508789062,92.40789031982422,326.5667724609375,120.33911895751953,232.53082275390625
Q86VR2,RETREG3,RETR3_HUMAN,7,6,8,7,8,6,7,8,9,8,8,9,7,6,8,6,6,7,854.4819946289062,968.6527099609375,996.460205078125,827.025146484375,1523.137939453125,1055.7333984375,2324.042236328125,2647.062744140625,2710.744873046875,2133.648193359375,2157.56005859375,2080.24072265625,1507.224853515625,1013.5098876953125,1368.25537109375,1566.151611328125,1042.28955078125,948.3062744140625
Q86VS8,HOOK3,HOOK3_HUMAN,20,19,20,18,20,16,16,18,15,19,19,18,17,17,19,20,19,18,905.1253662109375,896.0322875976562,1040.8984375,802.3289794921875,1051.447265625,541.4610595703125,437.39544677734375,523.0040893554688,594.6065063476562,916.8367309570312,717.9242553710938,678.744140625,541.1475219726562,438.06927490234375,600.470947265625,1119.2767333984375,1000.06201171875,852.3189086914062
Q86VV8,RTTN,RTTN_HUMAN,13,14,16,17,11,10,9,9,7,17,15,14,13,8,12,19,17,15,538.310302734375,617.9649658203125,572.7136840820312,505.0035705566406,779.2195434570312,501.40692138671875,383.0937194824219,317.2767333984375,371.74658203125,802.393310546875,603.0197143554688,669.700439453125,650.82421875,379.1922912597656,514.2466430664062,959.5838012695312,682.4339599609375,570.9402465820312
Q86VW0,SESTD1,SESD1_HUMAN,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,116.72974395751953,25.151063919067383,74.95864868164062,65.05374908447266,56.602699279785156,36.87679672241211,53.84248733520508,64.90778350830078,84.48278045654297,26.703744888305664,44.84056091308594,NaN,98.4383773803711,18.40269660949707,76.39445495605469,168.6738739013672,65.60144805908203,102.6717300415039
Q86VX2,COMMD7,COMD7_HUMAN,6,4,4,3,5,4,3,3,5,4,3,5,4,4,4,5,6,5,904.7896728515625,932.4139404296875,1024.4998779296875,823.753173828125,957.8087158203125,677.9021606445312,734.4317016601562,573.1470947265625,830.1890258789062,1122.6829833984375,872.1621704101562,864.5556030273438,736.8340454101562,598.0289306640625,692.1984252929688,1544.0628662109375,902.740966796875,978.5175170898438
Q86VX9,MON1A,MON1A_HUMAN,3,3,3,3,1,2,0,0,1,2,1,2,4,2,1,3,3,2,93.12285614013672,117.4595718383789,127.07283020019531,103.91570281982422,117.75028228759766,121.07059478759766,33.69371795654297,67.1015853881836,95.59761047363281,124.2340316772461,61.56447982788086,195.2119903564453,95.30762481689453,104.75444030761719,114.65345001220703,188.0052032470703,202.14703369140625,98.24638366699219
Q86W34,AMZ2,AMZ2_HUMAN,7,8,8,7,8,6,6,6,7,7,7,6,6,6,5,7,8,7,1214.993408203125,1117.3499755859375,1360.5924072265625,1132.3990478515625,1437.0595703125,963.9066162109375,518.291748046875,632.4082641601562,793.79345703125,1456.4095458984375,1262.4124755859375,1061.3551025390625,640.0679321289062,519.5359497070312,708.5987548828125,1393.7503662109375,1089.4400634765625,846.9563598632812
Q86W42,THOC6,THOC6_HUMAN,18,17,16,17,18,17,17,17,17,17,18,18,18,16,17,18,17,17,4366.07080078125,4056.93896484375,4499.05126953125,3952.08544921875,5489.556640625,3465.03857421875,4116.8837890625,4388.89013671875,4768.78271484375,5723.01171875,4358.658203125,4060.979736328125,4797.6572265625,3227.010498046875,4235.26171875,5857.6201171875,4350.05029296875,3481.82568359375
Q86W50,METTL16,MET16_HUMAN,17,18,18,20,19,16,17,17,15,18,15,17,16,16,17,19,20,18,2208.13916015625,2149.1865234375,2837.363037109375,2598.452880859375,3392.38671875,2074.749755859375,1839.9373779296875,2250.027099609375,2256.21533203125,2473.80517578125,2090.313720703125,2112.267333984375,2304.737060546875,1335.563720703125,2302.3984375,3509.184814453125,2753.57568359375,2217.172607421875
Q86W56,PARG,PARG_HUMAN,19,20,24,21,25,17,15,17,14,22,21,19,18,17,24,25,18,21,830.6373901367188,873.3489990234375,1108.2554931640625,931.7951049804688,1215.2862548828125,800.703125,684.1407470703125,686.5722045898438,744.9871826171875,1053.5738525390625,926.73193359375,770.9725341796875,815.463134765625,505.37847900390625,748.2225341796875,1537.8568115234375,1215.14306640625,973.0918579101562
Q86W74,ANKRD46,ANR46_HUMAN,2,2,2,0,1,3,1,1,1,1,1,2,1,1,1,1,1,2,220.51573181152344,273.8853759765625,253.88230895996094,170.16282653808594,63.73992919921875,194.80120849609375,229.33262634277344,152.4043426513672,82.801513671875,303.08758544921875,178.4928741455078,265.7165832519531,241.43740844726562,136.1710205078125,109.36589050292969,223.8672332763672,240.0721893310547,196.5665740966797
Q86W92,PPFIBP1,LIPB1_HUMAN,35,38,38,34,39,35,31,32,33,34,35,33,35,35,32,35,34,32,3300.346923828125,3294.78173828125,4298.17236328125,3396.287841796875,4546.4189453125,2942.55810546875,1912.643798828125,2300.0078125,2321.7041015625,2864.93994140625,3096.037353515625,2577.9853515625,1720.900390625,1624.9761962890625,1853.929931640625,2859.702392578125,2574.120849609375,1998.076416015625
Q86WA6,BPHL,BPHL_HUMAN,11,10,12,9,11,11,10,12,11,11,12,10,11,12,12,10,10,10,3653.799072265625,5944.02294921875,7034.005859375,2224.235595703125,7930.8681640625,4755.05712890625,8711.6552734375,9368.38671875,10541.029296875,6308.47607421875,10233.13671875,9419.55859375,11785.9423828125,8452.712890625,10927.068359375,4538.21484375,5234.26513671875,4031.6455078125
Q86WA8,LONP2,LONP2_HUMAN,20,22,20,22,21,24,22,22,19,23,20,23,22,19,23,22,23,19,1022.0714111328125,1280.5369873046875,1576.425048828125,1112.005126953125,1720.0294189453125,1092.6959228515625,1365.243408203125,1663.56396484375,1637.2130126953125,1972.61474609375,1450.389892578125,1468.7562255859375,1366.178466796875,977.9593505859375,1201.5692138671875,1541.53369140625,1295.081298828125,990.3538818359375
Q86WB0,ZC3HC1,ZC3C1_HUMAN,23,23,23,23,23,23,22,23,22,23,23,23,23,22,23,23,23,23,4818.654296875,4890.0703125,5951.30810546875,5720.19580078125,7350.1640625,4223.21533203125,4200.4580078125,4823.29833984375,4938.08154296875,5820.22900390625,4835.9501953125,4578.68212890625,4468.21044921875,3283.06787109375,4538.9873046875,6522.544921875,5175.09228515625,4278.0078125
Q86WG5,SBF2,MTMRD_HUMAN,8,13,11,6,13,8,6,4,3,5,3,7,5,3,8,9,9,10,207.4671173095703,224.71189880371094,300.5755920410156,214.99908447265625,310.59619140625,148.45025634765625,95.23265838623047,72.49076080322266,129.49522399902344,218.1291046142578,172.5816192626953,197.4239501953125,193.072021484375,186.33062744140625,192.24127197265625,262.240478515625,337.1385498046875,200.3048095703125
Q86WH2,RASSF3,RASF3_HUMAN,9,7,7,7,6,7,5,6,2,8,7,7,4,4,6,9,9,6,499.0537109375,531.5845336914062,524.750732421875,644.6884155273438,683.865478515625,401.1838073730469,183.42990112304688,296.10321044921875,259.9114074707031,528.6398315429688,576.6990356445312,540.049560546875,323.5310363769531,263.22662353515625,389.7646484375,856.4661865234375,641.6572265625,580.1744995117188
Q86WJ1,CHD1L,CHD1L_HUMAN,23,18,23,21,27,20,21,20,23,21,23,22,22,18,25,23,25,23,2363.176025390625,2286.497802734375,2898.6279296875,2731.200439453125,3585.084716796875,1915.4017333984375,2244.083740234375,2545.801025390625,2705.235595703125,3602.4990234375,2932.04150390625,2993.531005859375,2829.486572265625,1915.8907470703125,3097.484619140625,4192.42919921875,2971.74169921875,2464.21337890625
Q86WP2,GPBP1,GPBP1_HUMAN,3,2,3,4,2,3,2,2,1,1,2,3,3,2,1,3,2,2,345.9649963378906,316.9455871582031,383.5988464355469,510.0293884277344,477.8730163574219,384.4116516113281,79.92317199707031,229.1260986328125,438.8050231933594,413.7374267578125,511.4383850097656,449.9689025878906,233.19419860839844,239.03720092773438,204.90579223632812,565.4046020507812,393.2640686035156,423.5373229980469
Q86WQ0,NR2C2AP,NR2CA_HUMAN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1206.2314453125,1576.9691162109375,1850.9063720703125,1138.9078369140625,1966.50244140625,906.93359375,835.0430908203125,1062.612060546875,1285.401123046875,2049.916015625,1812.213623046875,1657.2811279296875,1104.5068359375,1185.270263671875,1221.24072265625,1889.5008544921875,1603.341064453125,1105.9532470703125
Q86WR0,CCDC25,CCD25_HUMAN,11,11,11,10,11,10,8,8,12,11,11,10,10,10,12,12,11,11,3840.025634765625,3882.49658203125,5181.30322265625,3785.6064453125,5074.27490234375,2898.56103515625,1405.413818359375,1856.9976806640625,1989.66455078125,3793.177978515625,3106.27197265625,3255.408203125,2511.860107421875,2085.214599609375,2322.024169921875,5917.4423828125,4654.0966796875,3924.02197265625
Q86WR7,PROSER2,PRSR2_HUMAN,9,10,10,9,10,8,8,8,9,10,10,9,8,8,7,9,10,10,2978.001953125,2670.384033203125,4442.814453125,3621.5556640625,4837.8125,2158.14892578125,1850.340087890625,2845.510009765625,2753.333740234375,3830.33544921875,4237.2001953125,3950.351318359375,2263.410400390625,1854.977783203125,2560.214111328125,8802.4755859375,6885.5888671875,5767.90087890625
Q86WU2,LDHD,LDHD_HUMAN,7,7,7,4,7,6,8,5,8,6,8,9,9,7,8,5,5,5,256.3277893066406,757.7303466796875,891.1128540039062,187.38003540039062,986.7500610351562,499.4991760253906,613.2235107421875,891.2137451171875,750.4879760742188,537.6272583007812,840.560302734375,812.7926025390625,751.9295654296875,590.9522705078125,828.6209106445312,431.2545166015625,496.5788879394531,440.96136474609375
Q86WV5,TEN1,TEN1L_HUMAN,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,578.3252563476562,574.4185180664062,658.87353515625,412.69439697265625,631.6055297851562,412.8096618652344,301.4384765625,211.65447998046875,215.61517333984375,440.59991455078125,495.3070068359375,374.623291015625,499.183349609375,166.0980682373047,319.6805114746094,691.9825439453125,354.1109313964844,282.1299133300781
Q86WX3,RPS19BP1,AROS_HUMAN,4,5,5,4,4,4,4,5,4,4,4,4,5,5,5,5,4,5,456.58306884765625,533.3529663085938,477.2067565917969,422.72027587890625,773.37255859375,547.175537109375,504.4686584472656,704.5244140625,641.9840087890625,586.638916015625,490.784423828125,570.7889404296875,1075.8709716796875,950.3757934570312,1060.1416015625,715.3591918945312,666.7182006835938,570.5435180664062
Q86WZ6,ZNF227,ZN227_HUMAN,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,410.5048522949219,257.8656311035156,581.8937377929688,500.92437744140625,508.30621337890625,260.1717834472656,208.56427001953125,200.27125549316406,404.69647216796875,520.32421875,280.6947937011719,231.6397247314453,172.764404296875,301.72039794921875,11.074308395385742,386.1490478515625,325.94830322265625,NaN
Q86X02,CDR2L,CDR2L_HUMAN,12,14,14,11,13,15,13,15,11,14,15,14,10,10,13,15,14,14,770.67626953125,735.19384765625,680.7559204101562,885.1445922851562,1051.010009765625,787.505126953125,815.1181640625,1010.81103515625,769.3319091796875,1092.7667236328125,987.2656860351562,811.7730712890625,753.4112548828125,656.9555053710938,585.6865844726562,1233.19775390625,1059.8966064453125,598.376953125
Q86X10,RALGAPB,RLGPB_HUMAN,27,29,28,28,29,27,20,24,23,27,29,30,24,22,28,29,30,28,1502.03125,1637.1395263671875,1779.045654296875,1481.195556640625,1944.61962890625,1259.013916015625,1039.448486328125,972.1778564453125,1218.7406005859375,1754.542724609375,1571.6888427734375,1735.646240234375,1327.4378662109375,889.7483520507812,1288.1171875,2253.23388671875,1909.798095703125,1626.064453125
Q86X27,RALGPS2,RGPS2_HUMAN,4,4,3,3,2,3,0,1,1,3,3,3,3,3,2,4,4,2,130.98130798339844,174.5489501953125,119.67745971679688,151.43792724609375,96.80921173095703,94.86715698242188,20.90333366394043,60.20046615600586,52.20389175415039,145.40724182128906,77.87036895751953,140.78518676757812,112.89236450195312,153.10240173339844,90.687255859375,260.86602783203125,202.7962646484375,195.15625
Q86X29,LSR,LSR_HUMAN,22,21,22,21,22,20,20,22,21,21,22,21,22,22,22,22,22,22,8737.248046875,9127.79296875,11858.744140625,11067.4140625,15276.6396484375,10405.865234375,11518.08203125,11243.1533203125,13019.9365234375,13645.5029296875,12200.0615234375,11071.068359375,12976.6884765625,9722.2578125,12056.8994140625,14126.8125,11635.7109375,10026.44921875
Q86X52,CHSY1,CHSS1_HUMAN,6,8,6,6,7,5,5,3,5,8,7,5,7,6,6,7,3,9,345.7460021972656,331.2254943847656,490.7668151855469,284.6815185546875,421.5495910644531,324.4411315917969,267.2870178222656,231.1261749267578,262.52325439453125,455.65692138671875,379.47113037109375,338.0998840332031,421.5589904785156,246.71998596191406,382.69744873046875,439.2727355957031,334.2639465332031,324.6903991699219
Q86X53,ERICH1,ERIC1_HUMAN,7,7,8,6,7,6,4,3,6,7,8,8,7,6,7,7,7,7,298.07867431640625,258.9523010253906,288.2481994628906,295.9027099609375,437.8075256347656,283.68243408203125,173.01792907714844,138.05970764160156,177.8838653564453,423.7976989746094,382.3768005371094,295.2408447265625,222.28257751464844,167.8420867919922,241.90335083007812,383.1753234863281,373.6427001953125,226.05491638183594
Q86X55,CARM1,CARM1_HUMAN,16,16,16,15,16,16,16,14,13,14,16,14,16,16,15,16,16,16,7648.45751953125,8576.2099609375,9952.3759765625,7870.64990234375,11007.6552734375,6788.12890625,6126.4384765625,6959.103515625,7652.2001953125,10258.9208984375,7932.013671875,8469.302734375,6823.1015625,5887.271484375,7137.4697265625,13840.8359375,11500.3759765625,9558.3779296875
Q86X76,NIT1,NIT1_HUMAN,10,10,10,10,9,9,9,10,10,9,8,10,8,10,9,8,8,8,1195.8609619140625,1679.0833740234375,1256.073486328125,1385.56494140625,1164.5333251953125,1197.3658447265625,1199.024169921875,1587.045166015625,1697.81005859375,1240.615234375,1291.0625,1568.9923095703125,732.7538452148438,1033.8040771484375,1255.78173828125,1027.653076171875,1140.9278564453125,733.2002563476562
Q86X83,COMMD2,COMD2_HUMAN,6,6,6,6,6,6,5,5,5,6,6,6,6,4,6,6,6,5,1128.1422119140625,1348.2061767578125,1589.58056640625,985.6159057617188,1506.025390625,876.131103515625,480.93292236328125,830.7420654296875,895.9421997070312,1454.5687255859375,1235.1317138671875,1358.58935546875,968.2647705078125,648.94384765625,1176.9722900390625,1879.6190185546875,1446.8231201171875,1120.56640625
Q86X95,CIR1,CIR1_HUMAN,10,10,11,11,11,9,7,7,7,9,9,12,9,9,11,11,13,12,1608.147216796875,1432.3414306640625,1597.68603515625,1901.499267578125,2230.361328125,1556.4014892578125,1473.3970947265625,1273.8519287109375,1604.7060546875,1869.369140625,1703.155517578125,1261.58154296875,1353.9349365234375,1199.60107421875,1422.1453857421875,1938.18115234375,1775.77294921875,1546.57470703125
Q86XA9,HEATR5A,HTR5A_HUMAN,7,8,7,3,6,6,3,5,3,6,3,4,8,6,7,9,8,9,158.93470764160156,127.06088256835938,221.9882354736328,72.74319458007812,213.91441345214844,171.167236328125,70.64405822753906,102.12850952148438,105.8506088256836,150.7452850341797,193.65660095214844,136.75083923339844,137.27359008789062,164.61459350585938,131.27178955078125,317.8526611328125,216.3332061767578,164.2022247314453
Q86XI2,NCAPG2,CNDG2_HUMAN,21,26,26,27,30,25,26,28,31,31,32,27,30,25,28,29,26,25,2537.516845703125,2777.40234375,3512.402099609375,3764.41650390625,5114.58056640625,3117.600830078125,3638.5087890625,4465.50146484375,5382.55615234375,6953.126953125,5971.10986328125,5336.466796875,4301.01416015625,3542.20263671875,4342.17822265625,4078.756591796875,3709.8017578125,2891.861328125
Q86XI8,ZSWIM9,ZSWM9_HUMAN,3,3,3,2,4,3,4,1,3,3,4,3,3,3,3,3,3,3,149.80364990234375,136.4219512939453,267.50537109375,147.9607391357422,217.82669067382812,124.8774185180664,152.72640991210938,176.07022094726562,175.0124969482422,274.0916748046875,215.74786376953125,216.18881225585938,178.0377197265625,149.90792846679688,217.64016723632812,200.10552978515625,185.55670166015625,140.21102905273438
Q86XK2,FBXO11,FBX11_HUMAN,4,4,4,4,4,3,2,0,3,4,5,3,3,3,4,3,5,4,1445.482177734375,958.745849609375,1372.6864013671875,1060.756591796875,1853.36865234375,1230.140380859375,445.9667663574219,297.7287902832031,614.6116943359375,1065.2542724609375,1117.572509765625,1405.3656005859375,586.7853393554688,977.7518920898438,902.9932861328125,1610.2105712890625,1255.3238525390625,1088.2288818359375
Q86XL3,ANKLE2,ANKL2_HUMAN,26,27,25,23,30,26,34,36,33,34,30,27,34,31,32,28,25,27,599.115234375,545.2845458984375,748.2281494140625,541.2080688476562,784.1927490234375,491.08856201171875,927.7396240234375,1266.389404296875,1209.0400390625,755.6863403320312,737.2921752929688,664.1302490234375,840.1077880859375,739.8858032226562,926.6204223632812,714.7435302734375,538.410888671875,520.0928344726562
Q86XN8,MEX3D,MEX3D_HUMAN,5,4,5,4,5,6,2,4,5,5,5,5,6,4,5,4,6,5,339.605224609375,425.06439208984375,492.1875305175781,427.6978454589844,588.0259399414062,357.9979553222656,192.25698852539062,333.32623291015625,310.60015869140625,553.9237670898438,478.72015380859375,539.7420654296875,495.2809143066406,312.8599853515625,432.05316162109375,520.977783203125,532.5476684570312,419.4078063964844
Q86XP1,DGKH,DGKH_HUMAN,5,6,8,8,5,4,5,4,8,7,5,8,6,2,6,5,8,5,308.2025451660156,203.84288024902344,414.66162109375,164.2979736328125,466.4123229980469,363.2043762207031,250.55850219726562,488.3255310058594,407.990966796875,439.6000671386719,300.05316162109375,302.7129211425781,306.0545654296875,346.0568542480469,206.57054138183594,502.9960021972656,373.6881103515625,425.3507995605469
Q86XP3,DDX42,DDX42_HUMAN,42,43,43,42,42,41,41,42,41,41,42,40,42,41,42,41,42,42,32167.22265625,31124.74609375,35881.09375,35531.8671875,43815.1171875,29214.994140625,27614.623046875,30067.896484375,30873.046875,40382.328125,32652.8828125,29869.64453125,34789.015625,22469.962890625,32650.154296875,38350.2109375,30663.955078125,26329.435546875
Q86XX4,FRAS1,FRAS1_HUMAN,9,8,9,8,14,11,8,5,9,11,14,6,8,6,8,15,11,12,235.77737426757812,319.3323974609375,387.1702575683594,315.8910827636719,417.1820068359375,236.9435577392578,254.42047119140625,196.818115234375,434.04449462890625,425.3036193847656,379.530029296875,277.1573791503906,310.1083679199219,174.25259399414062,279.6138000488281,562.016845703125,437.08331298828125,300.5566711425781
Q86XZ4,SPATS2,SPAS2_HUMAN,25,26,26,24,26,26,25,23,21,26,26,24,25,24,25,26,26,26,2948.529296875,2816.148193359375,3799.1201171875,3560.923095703125,4597.34326171875,3134.912109375,2115.39599609375,2185.845947265625,2398.686767578125,5412.26953125,4765.85107421875,4481.50146484375,2931.46484375,2441.275146484375,2912.5400390625,6234.5517578125,5402.08447265625,4583.47119140625
Q86Y07,VRK2,VRK2_HUMAN,5,5,5,3,3,4,5,5,4,3,4,3,4,4,5,4,3,2,293.4590759277344,438.1584167480469,441.51708984375,363.96417236328125,424.5098876953125,268.7626647949219,387.6229248046875,386.8813171386719,367.985595703125,225.55873107910156,322.32806396484375,267.98779296875,515.607177734375,400.3133239746094,504.2079162597656,371.8979797363281,331.2415771484375,290.0545959472656
Q86Y13,DZIP3,DZIP3_HUMAN,8,5,10,8,10,10,4,4,4,6,8,7,8,4,5,8,11,10,653.0048217773438,445.4267272949219,753.0427856445312,637.1910400390625,853.7176513671875,440.79193115234375,377.44281005859375,372.41998291015625,333.9341735839844,590.7269287109375,567.8080444335938,621.2529296875,452.2255554199219,307.6631774902344,440.4176025390625,1147.6634521484375,893.4273071289062,612.8510131835938
Q86Y37,CACUL1,CACL1_HUMAN,10,10,10,10,10,9,9,10,9,10,10,10,9,10,8,10,10,10,2509.238037109375,2327.681884765625,2721.149169921875,2409.529052734375,2908.953125,2115.581787109375,1407.59814453125,1707.9415283203125,1625.509033203125,3016.5263671875,2658.727783203125,2260.24853515625,1403.029541015625,1276.3431396484375,1366.82080078125,2790.435791015625,2182.241943359375,1783.1361083984375
Q86Y56,DNAAF5,DAAF5_HUMAN,36,35,37,36,37,34,26,32,32,37,36,34,33,35,37,39,37,38,4274.380859375,4644.96875,5667.607421875,4323.513671875,6168.736328125,3755.32568359375,2341.966796875,2519.882080078125,3062.5283203125,5395.8115234375,4281.80126953125,4582.99755859375,4978.7392578125,3466.543701171875,4715.875,7950.1650390625,6319.064453125,5167.6162109375
Q86Y79,PTRH1,PTH_HUMAN,6,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,807.6296997070312,1390.8348388671875,1574.5858154296875,676.7030639648438,1983.9820556640625,1172.21044921875,1878.1622314453125,1957.6876220703125,2572.360595703125,1725.48974609375,2460.704345703125,2237.76123046875,3008.47119140625,2060.855224609375,3151.828369140625,1451.2215576171875,1485.207763671875,1161.30517578125
Q86Y82,STX12,STX12_HUMAN,8,8,8,7,8,7,8,7,8,8,8,7,7,7,8,8,8,8,3429.861572265625,3960.062255859375,4062.10498046875,3480.45703125,4930.01953125,3441.9150390625,4425.62158203125,4456.4248046875,4463.11474609375,5452.33642578125,5024.375,4944.75732421875,4798.45166015625,3934.212890625,4806.466796875,5281.39501953125,4912.1474609375,4590.03564453125
