PG.ProteinGroups,PG.Genes,PG.ProteinNames,[1] CRBNKO_50-008_1.raw.PG.NrOfStrippedSequencesIdentified,[2] CRBNKO_50-008_2.raw.PG.NrOfStrippedSequencesIdentified,[3] CRBNKO_50-008_3.raw.PG.NrOfStrippedSequencesIdentified,[4] CRBNKO_DMSO_1.raw.PG.NrOfStrippedSequencesIdentified,[5] CRBNKO_DMSO_2.raw.PG.NrOfStrippedSequencesIdentified,[6] CRBNKO_DMSO_3.raw.PG.NrOfStrippedSequencesIdentified,[7] MAP3K1KO_50-008_1.raw.PG.NrOfStrippedSequencesIdentified,[8] MAP3K1KO_50-008_2.raw.PG.NrOfStrippedSequencesIdentified,[9] MAP3K1KO_50-008_3.raw.PG.NrOfStrippedSequencesIdentified,[10] MAPK1KO_DMSO_1.raw.PG.NrOfStrippedSequencesIdentified,[11] MAPK1KO_DMSO_2.raw.PG.NrOfStrippedSequencesIdentified,[12] MAPK1KO_DMSO_3.raw.PG.NrOfStrippedSequencesIdentified,[13] WT_50-008_1.raw.PG.NrOfStrippedSequencesIdentified,[14] WT_50-008_2.raw.PG.NrOfStrippedSequencesIdentified,[15] WT_50-008_3.raw.PG.NrOfStrippedSequencesIdentified,[16] WT_DMSO_1.raw.PG.NrOfStrippedSequencesIdentified,[17] WT_DMSO_2.raw.PG.NrOfStrippedSequencesIdentified,[18] WT_DMSO_3.raw.PG.NrOfStrippedSequencesIdentified,[1] CRBNKO_50-008_1.raw.PG.Quantity,[2] CRBNKO_50-008_2.raw.PG.Quantity,[3] CRBNKO_50-008_3.raw.PG.Quantity,[4] CRBNKO_DMSO_1.raw.PG.Quantity,[5] CRBNKO_DMSO_2.raw.PG.Quantity,[6] CRBNKO_DMSO_3.raw.PG.Quantity,[7] MAP3K1KO_50-008_1.raw.PG.Quantity,[8] MAP3K1KO_50-008_2.raw.PG.Quantity,[9] MAP3K1KO_50-008_3.raw.PG.Quantity,[10] MAPK1KO_DMSO_1.raw.PG.Quantity,[11] MAPK1KO_DMSO_2.raw.PG.Quantity,[12] MAPK1KO_DMSO_3.raw.PG.Quantity,[13] WT_50-008_1.raw.PG.Quantity,[14] WT_50-008_2.raw.PG.Quantity,[15] WT_50-008_3.raw.PG.Quantity,[16] WT_DMSO_1.raw.PG.Quantity,[17] WT_DMSO_2.raw.PG.Quantity,[18] WT_DMSO_3.raw.PG.Quantity
A0A0B4J2D5;P0DPI2,GATD3B;GATD3,GAL3B_HUMAN;GAL3A_HUMAN,13,12,13,12,14,14,14,13,14,13,12,13,14,14,13,13,14,14,13899.541015625,24709.287109375,27437.490234375,11768.185546875,30693.9375,20903.9609375,38299.37890625,42042.1875,44238.7421875,26784.677734375,38762.0859375,36872.125,38982.6875,29141.21875,40181.09765625,19262.734375,20904.78125,17051.322265625
A0A0U1RRE5,NBDY,NBDY_HUMAN,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2531.72607421875,2461.628173828125,3534.69189453125,2543.905029296875,3115.42236328125,2309.90283203125,1403.310302734375,1857.2410888671875,2386.869873046875,3093.496826171875,2678.250244140625,2664.885009765625,1861.9564208984375,1477.454833984375,2277.226806640625,3582.785400390625,2332.37060546875,2688.230224609375
A0A0U1RRL7,MMP24OS,MMPOS_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,635.940185546875,970.5606689453125,985.9971923828125,538.0230102539062,1365.1002197265625,822.6578369140625,1813.306396484375,2032.186767578125,2308.620849609375,1460.387451171875,1403.84375,1388.1903076171875,1673.98876953125,1481.4635009765625,1408.2691650390625,994.7047729492188,755.9609375,828.576416015625
A0A1B0GTU1,ZC3H11B,ZC11B_HUMAN,0,0,0,0,0,0,2,1,0,1,2,0,0,0,1,0,0,0,20.691417694091797,18.567136764526367,35.16686248779297,16.009584426879883,48.5169792175293,25.495389938354492,74.95667266845703,32.60081481933594,72.79084014892578,45.10578155517578,69.2747573852539,37.31212615966797,4.131215572357178,26.743249893188477,12.015374183654785,43.13129425048828,17.762588500976562,3.359281539916992
A0A1W2PQ72,MSANTD7,MSD7_HUMAN,3,3,3,2,4,2,4,4,4,4,3,3,4,3,3,3,2,3,149.47190856933594,96.29206848144531,182.3592529296875,126.41410827636719,177.8501739501953,66.03031158447266,226.13531494140625,266.1404724121094,263.6324462890625,354.39404296875,233.4545135498047,104.6126708984375,208.51837158203125,192.43563842773438,162.4468994140625,205.49053955078125,161.83767700195312,186.89785766601562
A0AV96,RBM47,RBM47_HUMAN,16,13,14,14,15,14,12,13,14,13,15,12,13,14,15,14,15,13,1161.1915283203125,1121.0870361328125,1418.943603515625,1148.873779296875,1333.158935546875,828.3174438476562,807.93115234375,945.795654296875,895.5950317382812,1044.27197265625,876.9845581054688,739.4030151367188,1152.754638671875,762.073486328125,1088.4654541015625,1293.658935546875,1014.5631103515625,719.2700805664062
A0AVF1,IFT56,IFT56_HUMAN,3,4,5,3,2,3,2,3,3,1,4,3,3,5,3,5,5,5,251.26132202148438,291.65997314453125,330.1571350097656,176.73277282714844,355.3186950683594,217.54855346679688,121.86700439453125,178.6270294189453,139.8690643310547,198.99952697753906,250.37738037109375,150.04579162597656,211.1747589111328,267.9189147949219,259.6562194824219,271.00445556640625,339.5984802246094,239.41049194335938
A0AVT1,UBA6,UBA6_HUMAN,52,51,51,51,53,49,47,50,50,52,49,51,52,50,51,53,51,51,4883.6904296875,5143.4775390625,6220.19189453125,4656.64892578125,6291.54833984375,3944.655517578125,3360.685546875,3576.505615234375,4274.126953125,4953.27490234375,4299.75732421875,4521.59375,5009.337890625,3920.542724609375,5185.2099609375,8204.3251953125,6318.12451171875,5292.4228515625
A0FGR8,ESYT2,ESYT2_HUMAN,28,31,31,28,29,28,31,28,31,29,30,29,29,29,30,29,30,29,7547.689453125,8956.26171875,9349.0185546875,7372.11083984375,11435.5751953125,7784.60791015625,12079.81640625,12869.1328125,13749.078125,11019.3818359375,11048.6767578125,10315.9384765625,11757.9794921875,8842.1484375,11523.2470703125,11607.71484375,9090.439453125,8096.16845703125
A0JLT2,MED19,MED19_HUMAN,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,3444.986572265625,3069.46044921875,3832.537841796875,3081.0986328125,4454.43603515625,2819.311279296875,3038.6923828125,2747.61572265625,3240.770263671875,3782.137939453125,3614.0693359375,3248.79150390625,3443.00439453125,2319.680419921875,3615.7470703125,4093.450439453125,2911.33056640625,2691.7685546875
A0JNW5,BLTP3B,BLT3B_HUMAN,20,19,22,18,23,21,13,21,14,24,23,21,16,15,16,27,24,26,413.8823547363281,493.38397216796875,477.95361328125,409.62762451171875,593.1044921875,363.2284240722656,240.60531616210938,324.88800048828125,305.7058410644531,598.382080078125,511.4938049316406,480.0469665527344,360.4139709472656,310.19573974609375,376.9882507324219,805.899169921875,643.4573364257812,595.9942626953125
A0MZ66,SHTN1,SHOT1_HUMAN,36,37,36,36,37,36,36,36,33,37,35,36,37,34,34,37,37,37,9194.4013671875,9599.251953125,11625.91015625,9001.6259765625,11960.896484375,7540.51904296875,4900.9970703125,6312.318359375,6759.14404296875,9595.8525390625,8147.1787109375,8609.1982421875,8040.30029296875,6176.5634765625,7640.9013671875,16491.24609375,12243.501953125,10070.857421875
A1A4S6,ARHGAP10,RHG10_HUMAN,19,18,18,19,22,21,14,17,17,21,18,19,19,19,21,19,21,18,1188.2520751953125,1166.9669189453125,1344.8834228515625,1129.3372802734375,1644.4566650390625,1004.7435302734375,1070.177001953125,1222.624267578125,1396.870361328125,1735.5521240234375,1600.5413818359375,1541.5074462890625,1450.13330078125,957.3788452148438,1315.9837646484375,2266.814208984375,1803.25439453125,1444.9765625
A1L0T0,ILVBL,HACL2_HUMAN,19,18,16,15,21,18,19,19,20,20,20,20,20,19,19,19,20,19,2238.45703125,3402.833984375,3211.69775390625,2441.744384765625,4535.1025390625,2677.669677734375,6156.05712890625,6866.41845703125,7838,4864.33837890625,5031.482421875,4690.3564453125,5780.5615234375,4270.66015625,5108.3076171875,5038.43359375,4387.57177734375,4069.0302734375
A1L170,C1orf226,CA226_HUMAN,6,8,8,8,8,6,7,6,5,7,8,8,4,6,7,7,8,8,1011.5901489257812,825.4895629882812,1097.54150390625,781.1364135742188,1246.880859375,724.0805053710938,1010.9011840820312,1181.9342041015625,1323.8468017578125,1685.85986328125,1788.6798095703125,1567.2320556640625,1010.594970703125,639.8473510742188,932.0465698242188,1191.3665771484375,945.6968994140625,1083.6866455078125
A1L188,NDUFAF8,NDUF8_HUMAN,1,3,2,2,2,2,1,3,3,3,3,2,2,3,3,2,2,3,210.5163116455078,567.73681640625,422.54376220703125,163.0771484375,569.4468994140625,472.3026428222656,791.5929565429688,1054.63232421875,758.5752563476562,613.30126953125,1029.24267578125,542.3517456054688,688.0413208007812,564.7011108398438,1361.6650390625,259.9185485839844,265.0851135253906,292.9674987792969
A1L390,PLEKHG3,PKHG3_HUMAN,19,23,18,16,19,18,16,19,16,17,20,18,16,15,18,20,16,19,989.5955200195312,977.6762084960938,935.3673095703125,763.7726440429688,1064.85546875,742.5104370117188,814.570068359375,1271.973876953125,1274.2359619140625,1021.7665405273438,923.008544921875,851.7428588867188,788.560302734375,697.5232543945312,1001.2677001953125,1019.890869140625,889.9864501953125,780.0775146484375
A1X283,SH3PXD2B,SPD2B_HUMAN,35,35,34,33,36,35,31,29,32,33,35,35,33,30,28,36,36,35,4579.30419921875,4910.29931640625,6083.4560546875,4386.00146484375,5498.05615234375,3633.700927734375,2058.3955078125,2136.360107421875,2465.62255859375,4974.697265625,4354.67529296875,4649.21533203125,3318.651611328125,2727.536376953125,3368.645751953125,7007.49267578125,5957.92919921875,4936.28564453125
A1XBS5,CIBAR1,CBAR1_HUMAN,7,7,7,6,6,7,3,5,5,7,6,7,5,7,6,7,7,6,444.9975891113281,453.3101806640625,635.3111572265625,624.325927734375,803.9255981445312,445.6336669921875,229.2473602294922,362.1449890136719,376.81585693359375,762.2830810546875,683.7772827148438,803.3270263671875,437.3297119140625,270.71588134765625,436.60162353515625,820.279052734375,557.7967529296875,477.9026184082031
A2AJT9,BCLAF3,BCLA3_HUMAN,5,4,3,2,6,3,4,3,4,4,3,3,6,1,4,2,5,3,160.7200164794922,110.08377075195312,193.462890625,150.10987854003906,269.9744567871094,100.7110824584961,213.79246520996094,153.26454162597656,191.9718475341797,215.45713806152344,178.50833129882812,141.76644897460938,212.12164306640625,133.86199951171875,242.7985382080078,96.81971740722656,110.43452453613281,102.34547424316406
A2PYH4,HFM1,HFM1_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1337.951904296875,1399.7110595703125,1915.3131103515625,1473.6112060546875,2381.760986328125,819.4073486328125,1412.6080322265625,1584.9478759765625,2367.6044921875,1374.449462890625,1226.659423828125,1147.37841796875,1938.62841796875,1013.1014404296875,1696.207763671875,3191.92724609375,2326.65869140625,1520.4361572265625
A2RRD8,ZNF320,ZN320_HUMAN,2,3,4,3,2,1,1,1,0,3,3,3,1,1,3,2,3,1,220.46681213378906,238.9233856201172,331.32427978515625,160.49874877929688,350.5736999511719,256.2547302246094,160.81529235839844,211.91827392578125,90.1686019897461,362.1888427734375,297.45355224609375,270.5760803222656,180.5903778076172,169.1504669189453,224.5690460205078,252.480712890625,339.0518493652344,149.02001953125
A2RRP1,NBAS,NBAS_HUMAN,37,43,36,29,34,33,49,49,44,41,44,45,49,44,44,39,42,40,843.8950805664062,1013.3603515625,991.128173828125,710.710693359375,1131.5198974609375,805.251708984375,1851.920654296875,2192.552734375,2282.263427734375,1314.6253662109375,1364.2847900390625,1285.001220703125,2077.52197265625,1442.6536865234375,1825.6258544921875,1513.9886474609375,1257.6761474609375,1106.39892578125
A2RTX5,TARS3,SYTC2_HUMAN,9,10,9,6,8,8,4,7,6,4,8,7,6,7,8,11,9,8,9978.3564453125,11553.462890625,12488.5556640625,10340.4306640625,13379.2822265625,8467.0263671875,9206.251953125,10303.7158203125,12775.1220703125,11225.0419921875,8664.0517578125,9724.9580078125,11083.5,9205.0888671875,13274.2177734375,16549.173828125,14805.2998046875,11819.826171875
A2RU67,FAM234B,F234B_HUMAN,3,3,4,2,4,3,3,2,4,4,4,3,4,3,3,3,4,3,470.19134521484375,288.64013671875,472.4783630371094,203.8177032470703,398.4942626953125,212.86070251464844,506.1532897949219,403.0685729980469,352.1061706542969,377.8221740722656,406.55853271484375,403.4197692871094,354.9084167480469,301.1696472167969,557.5993041992188,355.2970275878906,295.15386962890625,291.0377197265625
A2RUB1,MEIOC,MEIOC_HUMAN,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1413.3592529296875,1421.4232177734375,1195.103759765625,792.9808959960938,2158.224853515625,1302.0274658203125,3840.23095703125,4826.74169921875,6229.86376953125,5740.7265625,2287.404296875,3403.199951171875,799.2015991210938,1980.4378662109375,2460.2734375,1583.369873046875,3114.365478515625,1870.0087890625
A2RUB6,CCDC66,CCD66_HUMAN,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,591.1546020507812,600.9189453125,967.0367431640625,670.3274536132812,839.776611328125,101.08639526367188,189.8188934326172,460.8976135253906,300.01092529296875,718.0156860351562,647.5645141601562,776.8016967773438,328.9534912109375,80.4071044921875,538.1034545898438,935.37109375,645.0855712890625,536.0568237304688
A2RUC4,TYW5,TYW5_HUMAN,6,6,8,11,7,6,4,6,6,7,6,8,9,8,8,9,10,7,388.7529602050781,396.1239013671875,493.85064697265625,393.30517578125,560.364990234375,426.5421447753906,329.8299560546875,369.2460632324219,418.4031982421875,493.6735534667969,398.5496520996094,442.6985168457031,549.706787109375,341.44366455078125,432.9262390136719,539.3994140625,617.5343627929688,354.8680725097656
A2VDJ0,TMEM131L,T131L_HUMAN,1,1,1,2,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1322.2032470703125,934.1712036132812,1189.8992919921875,1039.9556884765625,3385.777099609375,2050.40185546875,1467.02490234375,1551.51416015625,1272.664794921875,1319.5411376953125,1303.58642578125,1271.039306640625,1235.993896484375,1370.9384765625,1725.8243408203125,1935.2552490234375,1422.910888671875,1050.185302734375
A3KMH1,VWA8,VWA8_HUMAN,67,80,75,63,84,82,91,91,92,75,87,83,91,91,89,66,75,72,1409.9759521484375,2822.02099609375,3218.779052734375,1292.1395263671875,3871.751953125,2428.202880859375,6898.27490234375,7719.17041015625,8234.3564453125,3196.888427734375,5485.08837890625,4806.43408203125,7164.83837890625,5393.6396484375,7270.3408203125,1865.796875,2382.94775390625,1822.0665283203125
A3KN83,SBNO1,SBNO1_HUMAN,22,20,22,24,23,19,16,16,18,23,20,20,18,18,20,25,25,24,1771.507568359375,1725.726806640625,2085.668701171875,1640.98193359375,2334.06640625,1524.1639404296875,1054.9986572265625,1190.279541015625,1286.210205078125,2108.67919921875,1863.544677734375,1802.9166259765625,1313.806640625,864.0565185546875,1298.64111328125,2544.300537109375,2340.43603515625,2007.3865966796875
A4D161,FAM221A,F221A_HUMAN,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,21.066984176635742,73.36842346191406,175.39041137695312,73.58121490478516,33.68989944458008,40.23168182373047,8.808743476867676,NaN,1.7285349369049072,67.67276000976562,NaN,128.11282348632812,7.236239910125732,NaN,37.645896911621094,100.8999252319336,80.52882385253906,109.98455047607422
A4D1E9,GTPBP10,GTPBA_HUMAN,14,17,14,10,18,15,16,18,19,17,17,17,19,19,19,14,14,15,571.0892944335938,1063.805908203125,1182.62646484375,443.3206481933594,1456.559326171875,891.5288696289062,3028.12060546875,3116.7861328125,3378.318115234375,1652.1937255859375,2581.6484375,2465.140625,4154.271484375,2672.16552734375,3814.25732421875,719.939453125,965.8406982421875,744.2301025390625
A4D1P6,WDR91,WDR91_HUMAN,13,12,13,11,13,10,8,9,7,11,10,10,7,7,10,13,10,12,804.953857421875,801.4674072265625,1192.2642822265625,734.059814453125,994.266845703125,670.9705810546875,455.83819580078125,673.7089233398438,549.7891235351562,754.5535888671875,615.5400390625,574.6182250976562,707.1734619140625,462.66949462890625,724.80029296875,1292.8887939453125,1034.74365234375,761.6266479492188
A4D1S5,RAB19,RAB19_HUMAN,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,267.0960388183594,271.4289245605469,227.04794311523438,117.24763488769531,72.5938949584961,142.68658447265625,180.1461944580078,200.54159545898438,377.2034606933594,269.3364562988281,301.32843017578125,291.040283203125,260.1268005371094,208.0303497314453,203.4703369140625,87.00525665283203,183.28399658203125,179.469482421875
A5D8V6,VPS37C,VP37C_HUMAN,2,2,3,3,3,3,3,3,2,2,3,2,2,3,2,3,3,3,477.05096435546875,667.0657958984375,645.8822021484375,403.3190612792969,746.337646484375,465.3431091308594,495.6087341308594,607.8794555664062,459.7420959472656,538.8514404296875,824.7200927734375,832.7567138671875,501.857177734375,627.4119873046875,556.9952392578125,869.9185180664062,679.2261962890625,634.818115234375
A5PLN9,TRAPPC13,TPC13_HUMAN,8,9,10,8,10,9,7,9,9,6,7,8,7,8,6,9,8,9,724.7423095703125,681.5262451171875,1305.394287109375,821.6976928710938,1378.7685546875,626.8277587890625,568.1064453125,691.7459716796875,816.1328125,818.6874389648438,791.9165649414062,760.476318359375,804.8248901367188,681.212890625,727.116455078125,1282.087158203125,854.7128295898438,773.504150390625
A5YKK6,CNOT1,CNOT1_HUMAN,86,89,89,88,92,91,82,87,85,89,88,90,87,86,89,96,91,91,5359.6259765625,5527.1064453125,6629.19677734375,5350.0458984375,7009.2421875,4555.013671875,3922.807373046875,4356.33544921875,4771.99462890625,6702.77197265625,5595.56005859375,5617.10546875,4685.27197265625,3504.255126953125,4706.21875,8988.203125,6935.318359375,5758.5234375
A5YM69,ARHGEF35,ARG35_HUMAN,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,110.15653991699219,143.14671325683594,140.10409545898438,223.3632049560547,209.3389129638672,131.76211547851562,97.39694213867188,57.68659973144531,147.96942138671875,179.56866455078125,137.90611267089844,151.4944305419922,115.64851379394531,37.96453094482422,115.02477264404297,383.7141418457031,232.19442749023438,176.2932891845703
A6H8Y1,BDP1,BDP1_HUMAN,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,29.96691131591797,82.2618637084961,201.31822204589844,46.624481201171875,123.54073333740234,37.10753631591797,28.097047805786133,45.30348205566406,64.98561096191406,162.96493530273438,39.93460464477539,12.794978141784668,66.51288604736328,153.336669921875,22.12178611755371,80.1236801147461,77.2265853881836,NaN
A6NCE7;Q9GZQ8,MAP1LC3B2;MAP1LC3B,MP3B2_HUMAN;MLP3B_HUMAN,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4475.796875,4736.52587890625,5209.17724609375,6853.58984375,9178.1650390625,5300.48046875,6389.20166015625,6972.73388671875,7730.0771484375,7064.61962890625,6528.26318359375,5502.04052734375,6902.3447265625,5832.75244140625,6732.640625,12371.5869140625,10174.974609375,8038.96533203125
A6ND36,FAM83G,FA83G_HUMAN,17,20,18,15,16,14,15,14,10,20,19,19,18,16,14,21,21,17,473.7601318359375,638.1163940429688,679.863525390625,549.8007202148438,783.2747802734375,419.8028869628906,287.495361328125,401.29833984375,380.6039123535156,837.906005859375,653.760498046875,663.9961547851562,522.52685546875,308.6258239746094,415.9153137207031,783.1231079101562,703.2356567382812,576.82275390625
A6NDB9,PALM3,PALM3_HUMAN,12,13,13,12,13,12,10,12,11,14,14,12,12,13,13,12,11,13,474.8034973144531,475.79852294921875,590.4949951171875,563.7091064453125,834.7249755859375,523.4689331054688,537.353271484375,535.30322265625,643.9910278320312,914.9989013671875,869.6527709960938,727.3209228515625,716.5438842773438,570.0665283203125,532.0403442382812,780.6326293945312,745.1354370117188,524.629638671875
A6NDG6,PGP,PGP_HUMAN,11,11,11,10,13,12,11,11,11,12,11,12,12,11,11,12,11,12,4461.54833984375,4590.3369140625,5749.07275390625,4192.41943359375,6159.70751953125,3934.10546875,3567.496826171875,3580.58740234375,4513.0498046875,5544.56689453125,5005.1953125,5051.5185546875,4576.70166015625,3786.989990234375,4734.50244140625,6814.88037109375,5539.6748046875,4359.24267578125
A6NDU8,RIMOC1,RIMC1_HUMAN,5,5,5,4,5,5,4,5,5,5,4,5,6,5,5,6,6,5,770.8960571289062,887.2243041992188,1053.30810546875,579.7807006835938,871.9341430664062,571.3861694335938,450.1385498046875,545.1422119140625,533.0223388671875,853.7239990234375,459.1053771972656,557.1588134765625,854.96826171875,704.3065185546875,1036.1895751953125,1278.1734619140625,947.05126953125,593.817626953125
A6NF01,POM121B,P121B_HUMAN,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,143.12367248535156,168.7190704345703,265.3872375488281,NaN,174.59490966796875,85.2830581665039,118.2696533203125,130.0760040283203,96.25311279296875,175.63609313964844,73.64278411865234,78.4996566772461,111.21473693847656,76.0353775024414,61.594757080078125,136.75302124023438,NaN,1.1994715929031372
A6NFI3,ZNF316,ZN316_HUMAN,11,11,14,11,13,13,12,13,11,14,12,13,12,13,11,12,14,11,1106.660888671875,870.0567016601562,1112.9049072265625,991.2382202148438,1505.45654296875,864.1390991210938,1205.1534423828125,1170.4591064453125,1248.0673828125,1502.9176025390625,1018.7435913085938,1126.1026611328125,1146.4927978515625,955.6802368164062,1367.7509765625,1317.971435546875,1141.7789306640625,820.6296997070312
A6NFQ2,TCAF2,TCAF2_HUMAN,3,3,1,4,5,5,1,1,2,1,0,1,3,2,2,3,4,2,106.92261505126953,157.3747100830078,141.3644256591797,143.91110229492188,207.20703125,135.013671875,26.465499877929688,66.8001708984375,100.00297546386719,131.09767150878906,52.7406120300293,66.0469970703125,84.78823852539062,110.87035369873047,66.03949737548828,136.5771484375,74.11663818359375,55.98310089111328
A6NFY7,SDHAF1,SDHF1_HUMAN,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,171.1448211669922,453.28448486328125,668.9442749023438,295.7452392578125,500.9585266113281,399.428466796875,768.4053344726562,947.147705078125,944.2244262695312,480.9185791015625,1106.5467529296875,791.1842651367188,1169.4375,240.8488311767578,1003.7979125976562,641.8773803710938,670.4617919921875,191.33218383789062
A6NGB9,WIPF3,WIPF3_HUMAN,10,9,11,9,9,8,6,7,10,10,8,10,10,7,8,9,11,9,1101.1346435546875,1091.9775390625,1544.5762939453125,1189.080078125,1199.5867919921875,948.4780883789062,608.134765625,622.4446411132812,846.672607421875,1414.2529296875,1192.59033203125,1127.235107421875,726.0888061523438,449.4654846191406,791.4085693359375,1822.0391845703125,1305.468017578125,1380.2984619140625
A6NHL2,TUBAL3,TBAL3_HUMAN,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,409.1746520996094,476.8464660644531,603.849365234375,602.0280151367188,761.8643188476562,503.6777648925781,554.8868408203125,864.4735107421875,702.6765747070312,651.6287841796875,698.9850463867188,567.96484375,273.75469970703125,327.66925048828125,513.8605346679688,539.0744018554688,605.6986694335938,520.3329467773438
A6NHQ2,FBLL1,FBLL1_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11378.92578125,2362.570068359375,112877.59375,66745.875,5967.6083984375,20309.15625,4290.662109375,15030.1171875,79419.3828125,6409.333984375,60798.62109375,7837.521484375,7556.2080078125,1015.3094482421875,16372.3701171875,142547.96875,6652.87451171875,73785.09375
A6NHQ4,EPOP,EPOP_HUMAN,9,7,7,8,9,8,7,6,5,8,10,8,8,6,5,8,8,7,434.0969543457031,286.18719482421875,364.9715270996094,566.255126953125,543.1927490234375,282.1762390136719,260.7940979003906,297.30279541015625,353.6477966308594,898.0040283203125,648.1005859375,546.6212768554688,408.28948974609375,249.1930694580078,249.81912231445312,517.89794921875,440.8733215332031,328.519287109375
A6NHR9,SMCHD1,SMHD1_HUMAN,94,93,95,91,92,93,91,94,93,95,93,94,90,91,90,92,94,86,12649.9853515625,12246.6845703125,14693.8193359375,12067.787109375,16115.8759765625,10583.4208984375,10243.8798828125,11305.6787109375,11951.564453125,12316.7998046875,10430.2509765625,9873.9384765625,11680.537109375,8538.755859375,11469.251953125,12756.3515625,10206.3427734375,8662.798828125
A6NHX0,CASTOR2,CAST2_HUMAN,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,448.69805908203125,450.22393798828125,371.19854736328125,472.16876220703125,662.6211547851562,395.431640625,229.22738647460938,243.61947631835938,342.3187561035156,565.7933349609375,344.2669372558594,313.13787841796875,253.5612335205078,343.95220947265625,226.99342346191406,832.441162109375,573.288818359375,498.4881286621094
A6NI28,ARHGAP42,RHG42_HUMAN,4,5,3,5,5,4,4,3,4,4,4,3,2,2,3,3,3,4,737.4537353515625,689.5090942382812,829.8021850585938,799.1375122070312,797.75,803.427734375,370.0622863769531,450.44171142578125,680.8379516601562,1236.8984375,689.3613891601562,817.7186889648438,232.64601135253906,555.353759765625,375.41363525390625,909.2250366210938,431.1648864746094,451.1970520019531
A6NIH7,UNC119B,U119B_HUMAN,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2763.38330078125,2853.742431640625,3554.645263671875,2516.36328125,3218.805419921875,1977.4219970703125,1491.9095458984375,1584.7559814453125,1814.31787109375,2320.9658203125,1961.2396240234375,1991.5615234375,1951.8565673828125,1684.693603515625,2086.063720703125,3704.330810546875,2900.588623046875,2626.38671875
A6NJ78,METTL15,MET15_HUMAN,17,18,17,15,17,18,18,18,17,17,18,18,17,18,18,17,16,18,2790.04345703125,6018.7060546875,7142.06982421875,2487.294189453125,8084.8984375,4816.39990234375,7460.830078125,8632.4638671875,9666.021484375,7068.54248046875,10932.7314453125,10049.7783203125,9159.9130859375,6321.5634765625,8796.767578125,4619.15234375,5161.93408203125,4335.32666015625
A6NKD9,CCDC85C,CC85C_HUMAN,9,8,9,8,10,9,6,6,7,9,9,9,9,4,7,11,11,8,481.3421630859375,498.0289611816406,503.1835632324219,376.638671875,665.347412109375,370.2577209472656,325.5350036621094,307.9256896972656,225.4555206298828,843.3226318359375,736.6467895507812,562.7857055664062,421.44976806640625,446.6717224121094,365.64373779296875,815.6002807617188,667.8348999023438,301.4549255371094
A6NKF1,SAC3D1,SAC31_HUMAN,7,7,7,7,7,6,3,3,3,5,6,6,5,7,6,7,6,6,303.7923583984375,280.5162048339844,453.4798889160156,431.60443115234375,402.0401306152344,234.2818145751953,186.89976501464844,166.00311279296875,160.30734252929688,423.5561218261719,302.29205322265625,354.5081787109375,456.987060546875,237.68675231933594,359.4037170410156,515.74853515625,360.6884460449219,353.902587890625
A6QL63,ABTB3,ABTB3_HUMAN,10,7,10,9,9,8,9,4,4,11,8,11,9,8,7,8,10,12,767.602783203125,1010.2344360351562,1719.628662109375,1217.25732421875,1254.8995361328125,961.54541015625,1037.0491943359375,797.3923950195312,1717.635009765625,1697.0263671875,1510.2384033203125,1322.9920654296875,1102.2958984375,660.2704467773438,889.6326904296875,2356.294189453125,1300.2181396484375,962.3707275390625
A6ZKI3;Q9BWD3,RTL8C;RTL8A,RTL8C_HUMAN;RTL8A_HUMAN,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1186.8082275390625,1004.12646484375,1366.62841796875,1263.2740478515625,1175.7139892578125,951.1553344726562,193.2568817138672,284.6518249511719,263.4012451171875,629.8629760742188,816.3245239257812,678.0313720703125,211.48619079589844,513.4379272460938,362.7865295410156,1307.1024169921875,1257.4737548828125,1086.7825927734375
